,Tweet,tweet_eng,final,sentiment_score,sentiments,Compound_Score,Sentiments,Positive,Negative,Neutral,Compound
555,selingkuhi pramugari oknum pilot lion air digrebek istri sah hotel simak apa yang terjadi ,"Cheating on Flight Attendant, Lion Air Pilot Raided by Hotel's Legal Wife. See What Happened",selingkuh pramugari oknum pilot lion air digrebek istri sah hotel simak,0.2,Positive,-0.4767,Negative,0.083,0.199,0.718,-0.4767
556,ada sejumlah syarat untuk penumpang yang membawa laptop khususnya apple macbook dan powerbank pesawat lion air batik air dan wings air ,"There are a number of requirements for passengers carrying laptops, especially Apple MacBooks and power banks on Lion Air Batik Air and Wings Air aircraft",syarat tumpang bawa laptop apple macbook powerbank pesawat lion air batik air wings air,0.0,Neutral,0.0772,Positive,0.051,0.0,0.949,0.0772
557,syarat bawa laptop dan powerbank pesawat lion air batik air dan wings air ,Requirements for Bringing a Laptop and Power Bank for Lion Air Batik Air and Wings Air Planes,syarat bawa laptop powerbank pesawat lion air batik air wings air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
558,fuck lion air terbang sama nunggu bagasi lamaan nunggu bagasi ,Fuck Lion Air Flying and waiting for luggage for a long time waiting for luggage,fuck lion air terbang nunggu bagasi lama nunggu bagasi,-0.225,Negative,-0.5423,Negative,0.0,0.2,0.8,-0.5423
559, mirachell hmm pergi hatimu aja deh pake lion air,"Mirachell Hmm, just go with your heart, use Lion Air",mirachell hmm pergi hati aja deh pake lion air,0.0,Neutral,0.6369,Positive,0.318,0.0,0.682,0.6369
560,sekalian nitip hehe lion air yia cgk afganny hilman nomor kursi batik hitam corak putih coklat celana hitam,Also take a look hehe Lion Air YIA CGK Afganny Hilman Seat number Black batik white brown pattern black trousers,nitip lion air yia cgk afganny hilman nomor kursi batik hitam corak putih coklat celana hitam,-0.1111111111111111,Negative,0.0772,Positive,0.064,0.0,0.936,0.0772
561,pesawat lion air tujuan makassar putar balik surabaya setelah terbang menit ini penyebabnya selengkapnya via tribunwow ,Lion Air Plane Destined to Makassar Turns Back to Surabaya after Flying This Minute The Reason is in full via TribunWow,pesawat lion air tuju makassar putar surabaya terbang menit sebab lengkap via tribunwow,0.175,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
562,alasan utamakan keselamatan terbang lion air kembali bandara asal gegara alami bird strike ,Reasons to Prioritize Lion Air Flying Safety Again at Gegara's Home Airport Experiencing Bird Strike,alas utama selamat terbang lion air bandara gegara alami bird strike,0.0,Neutral,0.3182,Positive,0.162,0.087,0.751,0.3182
563,kronologis lion air tabrak burung saat terbang dari surabaya ,Chronology of Lion Air hitting a bird while flying from Surabaya,kronologis lion air tabrak burung terbang surabaya,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
564, zahzazahza sangkuriang lion air group sudah jadi penguasa udara garuda sudah jalur udara jadi tol rrc utk masuk indonesia lapangan pekerjaan dan properti sudah disediakan pemilu sudah bisa dikuasai oleh mereka kalau tidak dicegah dari skrg nauzubillah,"Zahzazahza Sangkuriang Lion Air Group has become the Garuda air group, the air route has become the PRC's toll road to enter Indonesia, job opportunities and property have been provided, the election can be controlled by them if it is not prevented from now Nauzubillah",zahzazahza sangkuriang lion air group kuasa udara garuda jalur udara tol rrc masuk indonesia lapang kerja properti sedia milu asai cegah skrg nauzubillah,0.0,Neutral,0.3666,Positive,0.056,0.023,0.921,0.3666
565,lion air rute surabaya makassar diserang kawanan burung ini dia kondisi terkini penumpang ,Lion Air's Surabaya Makassar route was attacked by a flock of birds. This is the current condition of the passengers,lion air rute surabaya makassar serang kawan burung kondisi kini tumpang,0.0,Neutral,-0.4588,Negative,0.0,0.136,0.864,-0.4588
566,simak aturan terbaru naik pesawat lion air batik dan wings per mei setelah relaksasi aturan perjalanan dalam negeri ,Check out the latest rules for boarding Lion Air Batik and Wings planes as of May after relaxing domestic travel rules,simak atur baru pesawat lion air batik wings mei relaksasi atur jalan negeri,0.25,Positive,0.4939,Positive,0.138,0.0,0.862,0.4939
567,aturan terbaru naik pesawat lion air batik dan wings per mei ,Latest Rules for Boarding Lion Air Batik and Wings Planes as of May,atur baru pesawat lion air batik wings mei,0.5,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
568,pesawat lion air dari surabaya makassar baru saja alami insiden udara bawa penumpang via tribunnews,Lion Air Plane from Surabaya Makassar Just Experienced an Air Incident Carrying Passengers via tribunnews,pesawat lion air surabaya makassar alami insiden udara bawa tumpang via tribunnews,0.8,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
569,pesawat lion air dari surabaya tujuan makassar tercatat membawa penumpang dengan kru pesawat lionair makassar surabaya pesawatlionair lionairjt ,The Lion Air plane from Surabaya to Makassar was recorded as carrying passengers with the crew of the Lionair plane Makassar Surabaya Lionair plane Lionairjt,pesawat lion air surabaya tuju makassar catat bawa tumpang kru pesawat lionair makassar surabaya pesawatlionair lionairjt,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
570,temen wartawan silakan dateng kantor pusat lion air harmoni deh ada chaos tuh mayan buat berita ,"Fellow journalists, please come to the Lion Air Harmoni head office. There's chaos, Mayan for the news",temen wartawan sila dateng kantor pusat lion air harmoni deh chaos mayan berita,0.0,Neutral,-0.34,Negative,0.11,0.176,0.714,-0.34
571,bawa penumpang pesawat lion air dari surabaya makassar alami insiden ,Carrying Lion Air Passengers from Surabaya to Makassar Experienced an Incident,bawa tumpang pesawat lion air surabaya makassar alami insiden,0.8,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
572, darkhustle__ nawughti ima maap itu video pesawatnya lion air ,"darkhustle__ nawughti ima Sorry, that was a video of a Lion Air plane",darkhustle nawughti ima maap video pesawat lion air,-0.5,Negative,-0.0772,Negative,0.0,0.098,0.902,-0.0772
573,singapura pernah larang masuk pastor penerbangan lion air dialihkan ,Singapore once banned entry because Lion Air flights were diverted,singapura larang masuk pastor terbang lion air alih,0.0,Neutral,-0.4588,Negative,0.0,0.25,0.75,-0.4588
574,pesawat lion air dari surabaya makassar baru saja alami insiden udara bawa penumpang lewat tribunnews,Lion Air Plane from Surabaya Makassar Just Experienced an Air Incident Carrying Passengers via tribunnews,pesawat lion air surabaya makassar alami insiden udara bawa tumpang tribunnews,0.8,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
575,review maskapai berbiaya rendah airasia scoot jetstar citilink lion air ,Low Cost Airline Review AirAsia Scoot Jetstar Citilink Lion Air,review maskapai biaya rendah airasia scoot jetstar citilink lion air,0.0,Neutral,-0.2732,Negative,0.0,0.189,0.811,-0.2732
576,terbaru ini syarat naik pesawat lion air batik air dan wings air per mei ,These are the latest requirements for boarding Lion Air Batik Air and Wings Air planes as of May,baru syarat pesawat lion air batik air wings air mei,0.5,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
577,septu mhl yok ngkon wong lion air tamu dtng bok smbt ngunu sby jkt,why are the lion air people so expensive that the guests come bok smbt ngunu sby jkt,septu mhl yok ngkon lion air tamu dtng bok smbt ngunu sby jkt,-0.5,Negative,0.0,Neutral,0.0,0.0,1.0,0.0
578,populer daerah lion air tabrak burung hingga jokowi jadi wali pernikahan adiknya ,Popular area: Lion Air hit a bird until Jokowi became guardian of his sister's wedding,populer daerah lion air tabrak burung jokowi wali nikah adik,0.6,Positive,0.4215,Positive,0.167,0.0,0.833,0.4215
579,diserang burung menit usai take off lion air tujuan makassar putar balik bandara juanda ,Attacked by birds minutes after Lion Air took off for Makassar and turned back to Juanda Airport,serang burung menit take off lion air tuju makassar putar bandara juanda,0.0,Neutral,-0.4588,Negative,0.0,0.158,0.842,-0.4588
580, ckf_here reffhht thisisblitzen michaela keluar karna bln maret kmrn udah habis kontrak sama ttc trus skrg dia lagi training lion air,ckf here chorus this blitzen Michaela left because last March her contract with TTC ended and now she is training for Lion Air,ckf here reffhht thisisblitzen michaela karna bln maret kmrn udah habis kontrak ttc trus skrg training lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
581, hayder_imron dewi_unik adam air laut majene itu kah atau pas lion air ,hayder_imron Dewi_unik Adam Majene Sea Air or Lion Air,hayder imron dewi unik adam air laut majene kah pas lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
582, sesyyeci mei lion air bks cgk ,sesyyeci May Lion Air BKS CGK,sesyyeci mei lion air bks cgk,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
583,jadi inget pas jaga toko ada nanyain pel putar merk lion star malah jadi lion air ,"So I remember when I was guarding the shop someone asked for a Lion Star brand rotary mop, but it turned out to be Lion Air",inget pas jaga toko nanyain pel putar merk lion star lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
584,selingkuhi pramugari oknum pilot lion air digrebek istri sah hotel simak apa yang terjadi ,"Cheating on Flight Attendant, Lion Air Pilot Raided by Hotel's Legal Wife. See What Happened",selingkuh pramugari oknum pilot lion air digrebek istri sah hotel simak,0.2,Positive,-0.4767,Negative,0.083,0.199,0.718,-0.4767
585,usai take off pilot lion air putuskan kembali bandara awal ,After Take Off Lion Air Pilot Decides to Return to Initial Airport,take off pilot lion air putus bandara,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
586,usai take off pilot lion air putuskan kembali bandara juanda ,After Take Off Lion Air Pilot Decides to Return to Juanda Airport,take off pilot lion air putus bandara juanda,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
587, ariefsyaiful yah bapak kaya tau lion air aja tuh maskapai seenak jidatnya klo batalin and tanpa pemberitahuan ,"Arif Syaiful Well, rich dad or just Lion Air, that's an airline that can do whatever it wants if it cancels and without notice",ariefsyaiful kaya lion air aja maskapai enak jidat batalin and pemberitahuan,0.2875,Positive,0.5859,Positive,0.199,0.066,0.734,0.5859
588,lion air tujuan makassar sulawesi selatan harus kembali mendarat bandara asal yakni bandara internasional juanda surabaya penyebabnya pesawat mengalami bird strike kumparannews ,"Lion Air bound for Makassar, South Sulawesi, had to land again at its home airport, namely Juanda International Airport, Surabaya. The reason was that the plane experienced a bird strike kumparanNEWS",lion air tuju makassar sulawesi selatan darat bandara bandara internasional juanda surabaya sebab pesawat alami bird strike kumparannews,0.4,Positive,-0.128,Negative,0.0,0.048,0.952,-0.128
589, menit terbang lion air mengalami bird strike pilot memutuskan rtb ,Lion Air Flight Minutes Experience Bird Strike Pilot Decides RTB,menit terbang lion air alami bird strike pilot putus rtb,0.0,Neutral,-0.128,Negative,0.0,0.143,0.857,-0.128
590,lion air rute surabaya makassar harus rtb atau return base kembali bandara asal setelah mengalami insiden bird strike begini kronologinya lionairjt ,Lion Air on the Surabaya Makassar route had to RTB or return base to its home airport after experiencing a bird strike incident. Here's the chronology LionAirJT,lion air rute surabaya makassar rtb return base bandara alami insiden bird strike kronologi lionairjt,-0.8,Negative,-0.128,Negative,0.0,0.055,0.945,-0.128
591,lion air ethiopian airlines membuktikan pentingnya transparansi dalam dunia aviator ,Lion Air Ethiopian Airlines proves the importance of transparency in the world of aviators,lion air ethiopian airlines bukti transparansi dunia aviator,0.3,Positive,0.3612,Positive,0.161,0.0,0.839,0.3612
592,pesawat terakhir hari inu lion air dari makassar pengawasan cargo bandar udara mutiara sis jufri kkpaccelerate bkipm_kkp bkipmtolitoli palupantoloan hamzahsila harimaryadi syafitrianto ,Last plane today Lion Air from Makassar Cargo Control Mutiara Sis Jufri Airport KKPAccelerate bkipm_kkp bkipmtolitoli PaluPantoloan HamzahSila harimaryadi syafitrianto,pesawat inu lion air makassar awas cargo bandar udara mutiara sis jufri kkpaccelerate bkipm kkp bkipmtolitoli palupantoloan hamzahsila harimaryadi syafitrianto,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
593,btw geng kalo liat ini tolong direp keberangkatan lion air dari termianal berapa disoekarnohatta makasih ,"BTW, gang, if you see this, please reply. How much is Lion Air's departure from the terminal in Soekarnohatta? Thank you",btw geng liat tolong direp berangkat lion air termianal disoekarnohatta makasih,0.2,Positive,0.628,Positive,0.212,0.0,0.788,0.628
594,ini kronologi lion air kena bird strike pesawat balik bandara juanda ,This is the chronology of Lion Air being hit by a bird strike from the plane returning to Juanda Airport,kronologi lion air kena bird strike pesawat bandara juanda,0.0,Neutral,-0.128,Negative,0.0,0.073,0.927,-0.128
595,kedatangan lion air dari surabaya sore ini pengawasan lini cargo bandar udara mutiara sis jufri ikan koi sebanyak koli penerima adi plw kkpaccelerate harimaryadi hamzahsila bkipm_kkp bkipmtolitoli palupantoloan ,"The arrival of Lion Air from Surabaya this afternoon, supervision of the Cargo Line at Mutiara Sis Jufri Airport, as many Koi fish as recipients Adi Plw KKPAccelerate harimaryadi HamzahSila bkipm_kkp bkipmtolitoli PaluPantoloan",datang lion air surabaya sore awas lini cargo bandar udara mutiara sis jufri ikan koi koli terima adi plw kkpaccelerate harimaryadi hamzahsila bkipm kkp bkipmtolitoli palupantoloan,0.5,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
596, yvessazuraa thisisblitzen btw training apaan lion air ,yvessazuraa thisisblitzen Btw training apaan lion air,yvessazuraa thisisblitzen btw training lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
597,gegara lion air delay sejam njuk ketinggalan sepur bandara sore njuk kentekan tiket sing jam lagi entuk sing jam ,due to lion air delay an hour to miss the airport train in the evening to run out of tickets for one hour and get another hour,gegara lion air delay jam njuk tinggal sepur bandara sore njuk kentekan tiket sing jam entuk sing jam,-0.125,Negative,-0.4404,Negative,0.0,0.135,0.865,-0.4404
598, air asia garuda indonesia citylink lion air batik air wings air bila nak naik flight lagi ,Air Asia Garuda Indonesia Citylink Lion Air Batik Air Wings Air If you want to take another flight,air asia garuda indonesia citylink lion air batik air wings air nak flight,0.0,Neutral,0.0772,Positive,0.071,0.0,0.929,0.0772
599,gangguan burung penerbangan lion air rute surabaya makassar telah diberangkatkan kembali lionairgroup,Lion Air Flight Disturbance on the Surabaya Makassar Route Lionairgroup Has Restarted,ganggu burung terbang lion air rute surabaya makassar berangkat lionairgroup,0.0,Neutral,-0.3818,Negative,0.0,0.191,0.809,-0.3818
600,penerbangan lion air tujuan surabaya makassar dialihkan penyebabnya pesawat menabrak burung atau bird strike ,Lion Air's flight to Surabaya Makassar was diverted because the plane hit a bird or bird strike,terbang lion air tuju surabaya makassar alih sebab pesawat tabrak burung bird strike,0.0,Neutral,-0.128,Negative,0.0,0.086,0.914,-0.128
601,senja menuju kotamu landscape fotografi fotografie pesawat lionair liongroup photografer ,dusk towards your city landscape photography lion air plane photography lion group photographer,senja kota landscape fotografi fotografie pesawat lionair liongroup photografer,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
602,tabrak burung penerbangan lion air surabaya makassar dialihkan ,Lion Air Flight Surabaya Makassar Bird Crash Diverted,tabrak burung terbang lion air surabaya makassar alih,0.0,Neutral,-0.4019,Negative,0.0,0.278,0.722,-0.4019
